year,month,day,decimal_date,ppm,n_days,date,imputed
2001,3,18,2001.2096,372.72,7,2001-03-18,0
2001,3,25,2001.2288,372.58,5,2001-03-25,0
2001,4,1,2001.2479,372.63,7,2001-04-01,0
2001,4,8,2001.2671,373.79,7,2001-04-08,0
2001,4,15,2001.2863,373.9,7,2001-04-15,0
2001,4,22,2001.3055,373.79,7,2001-04-22,0
2001,4,29,2001.3247,373.73,5,2001-04-29,0
2001,5,6,2001.3438,374.12,4,2001-05-06,0
2001,5,13,2001.363,373.88,4,2001-05-13,0
2001,5,20,2001.3822,374.09,7,2001-05-20,0
2001,5,27,2001.4014,374.07,7,2001-05-27,0
2001,6,3,2001.4205,373.65,5,2001-06-03,0
2001,6,10,2001.4397,373.23,5,2001-06-10,0
2001,6,17,2001.4589,373.3,7,2001-06-17,0
2001,6,24,2001.4781,373.2,7,2001-06-24,0
2001,7,1,2001.4973,372.66,7,2001-07-01,0
2001,7,8,2001.5164,371.51,4,2001-07-08,0
2001,7,15,2001.5356,371.48,7,2001-07-15,0
2001,7,22,2001.5548,371.04,5,2001-07-22,0
2001,7,29,2001.574,371.06,3,2001-07-29,0
2001,8,5,2001.5932,370.09,7,2001-08-05,0
2001,8,12,2001.6123,369.36,6,2001-08-12,0
2001,8,19,2001.6315,369.48,7,2001-08-19,0
2001,8,26,2001.6507,369.45,7,2001-08-26,0
2001,9,2,2001.6699,368.5,7,2001-09-02,0
2001,9,9,2001.689,368.72,6,2001-09-09,0
2001,9,16,2001.7082,368.21,7,2001-09-16,0
2001,9,23,2001.7274,367.97,6,2001-09-23,0
2001,9,30,2001.7466,368.21,7,2001-09-30,0
2001,10,7,2001.7658,368.46,7,2001-10-07,0
2001,10,14,2001.7849,368.33,7,2001-10-14,0
2001,10,21,2001.8041,368.87,7,2001-10-21,0
2001,10,28,2001.8233,369.29,7,2001-10-28,0
2001,11,4,2001.8425,369.29,6,2001-11-04,0
2001,11,11,2001.8616,370.01,3,2001-11-11,0
2001,11,18,2001.8808,370.39,6,2001-11-18,0
2001,11,25,2001.9,370.61,7,2001-11-25,0
2001,12,2,2001.9192,370.96,7,2001-12-02,0
2001,12,9,2001.9384,371.4,6,2001-12-09,0
2001,12,16,2001.9575,371.44,7,2001-12-16,0
2001,12,23,2001.9767,371.87,6,2001-12-23,0
2001,12,30,2001.9959,372.38,7,2001-12-30,0
2002,1,6,2002.0151,372.38,7,2002-01-06,0
2002,1,13,2002.0342,372.91,7,2002-01-13,0
2002,1,20,2002.0534,372.75,7,2002-01-20,0
2002,1,27,2002.0726,372.99,4,2002-01-27,0
2002,2,3,2002.0918,373.13,7,2002-02-03,0
2002,2,10,2002.111,373.18,7,2002-02-10,0
2002,2,17,2002.1301,373.26,7,2002-02-17,0
2002,2,24,2002.1493,373.91,7,2002-02-24,0
2002,3,3,2002.1685,374.06,6,2002-03-03,0
2002,3,10,2002.1877,374.31,7,2002-03-10,0
2002,3,17,2002.2068,374.81,5,2002-03-17,0
2002,3,24,2002.226,374.45,3,2002-03-24,0
2002,3,31,2002.2452,374.43,7,2002-03-31,0
2002,4,7,2002.2644,374.7,7,2002-04-07,0
2002,4,14,2002.2836,375.4,6,2002-04-14,0
2002,4,21,2002.3027,375.59,7,2002-04-21,0
2002,4,28,2002.3219,376.23,7,2002-04-28,0
2002,5,5,2002.3411,375.76,6,2002-05-05,0
2002,5,12,2002.3603,375.23,6,2002-05-12,0
2002,5,19,2002.3795,376.1,7,2002-05-19,0
2002,5,26,2002.3986,376.41,7,2002-05-26,0
2002,6,2,2002.4178,376.07,7,2002-06-02,0
2002,6,9,2002.437,375.62,7,2002-06-09,0
2002,6,16,2002.4562,375.4,5,2002-06-16,0
2002,6,23,2002.4753,375.66,7,2002-06-23,0
2002,6,30,2002.4945,374.99,7,2002-06-30,0
2002,7,7,2002.5137,374.63,7,2002-07-07,0
2002,7,14,2002.5329,374.09,4,2002-07-14,0
2002,7,21,2002.5521,373.51,5,2002-07-21,0
2002,7,28,2002.5712,373.49,6,2002-07-28,0
2002,8,4,2002.5904,372.75,6,2002-08-04,0
2002,8,11,2002.6096,371.98,6,2002-08-11,0
2002,8,18,2002.6288,371.5,7,2002-08-18,0
2002,8,25,2002.6479,371.11,6,2002-08-25,0
2002,9,1,2002.6671,370.43,5,2002-09-01,0
2002,9,8,2002.6863,371.81,5,2002-09-08,0
2002,9,15,2002.7055,371.01,6,2002-09-15,0
2002,9,22,2002.7247,370.67,5,2002-09-22,0
2002,9,29,2002.7438,370.05,7,2002-09-29,0
2002,10,6,2002.763,370.08,7,2002-10-06,0
2002,10,13,2002.7822,371.41,7,2002-10-13,0
2002,10,20,2002.8014,370.87,7,2002-10-20,0
2002,10,27,2002.8205,371.24,7,2002-10-27,0
2002,11,3,2002.8397,372.14,7,2002-11-03,0
2002,11,10,2002.8589,372.04,7,2002-11-10,0
2002,11,17,2002.8781,372.91,7,2002-11-17,0
2002,11,24,2002.8973,372.94,6,2002-11-24,0
2002,12,1,2002.9164,373.23,7,2002-12-01,0
2002,12,8,2002.9356,373.77,7,2002-12-08,0
2002,12,15,2002.9548,373.75,7,2002-12-15,0
2002,12,22,2002.974,374.66,7,2002-12-22,0
2002,12,29,2002.9932,374.88,7,2002-12-29,0
2003,1,5,2003.0123,374.73,7,2003-01-05,0
2003,1,12,2003.0315,375.21,7,2003-01-12,0
2003,1,19,2003.0507,375.11,6,2003-01-19,0
2003,1,26,2003.0699,375.48,7,2003-01-26,0
2003,2,2,2003.089,375.35,7,2003-02-02,0
2003,2,9,2003.1082,375.3,7,2003-02-09,0
2003,2,16,2003.1274,376.57,7,2003-02-16,0
2003,2,23,2003.1466,376.2,6,2003-02-23,0
2003,3,2,2003.1658,376.49,7,2003-03-02,0
2003,3,9,2003.1849,376.55,6,2003-03-09,0
2003,3,16,2003.2041,376.15,5,2003-03-16,0
2003,3,23,2003.2233,377.18,7,2003-03-23,0
2003,3,30,2003.2425,377.03,7,2003-03-30,0
2003,4,6,2003.2616,377.32,7,2003-04-06,0
2003,4,13,2003.2808,377.98,4,2003-04-13,0
2003,4,20,2003.3,378.54,7,2003-04-20,0
2003,4,27,2003.3192,378.81,7,2003-04-27,0
2003,5,4,2003.3384,378.25,6,2003-05-04,0
2003,5,11,2003.3575,378.25,7,2003-05-11,0
2003,5,18,2003.3767,379.62,7,2003-05-18,0
2003,5,25,2003.3959,378.91,7,2003-05-25,0
2003,6,1,2003.4151,378.59,6,2003-06-01,0
2003,6,8,2003.4342,378.68,4,2003-06-08,0
2003,6,15,2003.4534,378.3,7,2003-06-15,0
2003,6,22,2003.4726,378.49,6,2003-06-22,0
2003,6,29,2003.4918,377.75,6,2003-06-29,0
2003,7,6,2003.511,376.74,7,2003-07-06,0
2003,7,13,2003.5301,377.41,6,2003-07-13,0
2003,7,20,2003.5493,376.57,7,2003-07-20,0
2003,7,27,2003.5685,376.08,7,2003-07-27,0
2003,8,3,2003.5877,375.12,6,2003-08-03,0
2003,8,10,2003.6068,374.9,7,2003-08-10,0
2003,8,17,2003.626,374.06,6,2003-08-17,0
2003,8,24,2003.6452,373.61,2,2003-08-24,0
2003,8,31,2003.6644,373.37,3,2003-08-31,0
2003,9,7,2003.6836,373.3,7,2003-09-07,0
2003,9,14,2003.7027,373.05,6,2003-09-14,0
2003,9,21,2003.7219,373.51,6,2003-09-21,0
2003,9,28,2003.7411,373.45,7,2003-09-28,0
2003,10,5,2003.7603,373.09,7,2003-10-05,0
2003,10,12,2003.7795,372.95,7,2003-10-12,0
2003,10,19,2003.7986,373.6,6,2003-10-19,0
2003,10,26,2003.8178,373.57,6,2003-10-26,0
2003,11,2,2003.837,374.13,4,2003-11-02,0
2003,11,9,2003.8562,374.7,7,2003-11-09,0
2003,11,16,2003.8753,375.06,7,2003-11-16,0
2003,11,23,2003.8945,375.45,7,2003-11-23,0
2003,11,30,2003.9137,375.49,7,2003-11-30,0
2003,12,7,2003.9329,375.95,7,2003-12-07,0
2003,12,14,2003.9521,376.51,7,2003-12-14,0
2003,12,21,2003.9712,376.31,4,2003-12-21,0
2003,12,28,2003.9904,376.53,6,2003-12-28,0
2004,1,4,2004.0096,376.51,7,2004-01-04,0
2004,1,11,2004.0287,377.13,7,2004-01-11,0
2004,1,18,2004.0478,377.28,7,2004-01-18,0
2004,1,25,2004.0669,378.13,6,2004-01-25,0
2004,2,1,2004.0861,378.06,7,2004-02-01,0
2004,2,8,2004.1052,378.61,7,2004-02-08,0
2004,2,15,2004.1243,377.67,7,2004-02-15,0
2004,2,22,2004.1434,377.79,7,2004-02-22,0
2004,2,29,2004.1626,378.46,7,2004-02-29,0
2004,3,7,2004.1817,379.14,5,2004-03-07,0
2004,3,14,2004.2008,379.4,6,2004-03-14,0
2004,3,21,2004.2199,378.67,7,2004-03-21,0
2004,3,28,2004.2391,379.9,7,2004-03-28,0
2004,4,4,2004.2582,380.2,5,2004-04-04,0
2004,4,11,2004.2773,380.92,7,2004-04-11,0
2004,4,18,2004.2964,380.56,5,2004-04-18,0
2004,4,25,2004.3156,380.82,7,2004-04-25,0
2004,5,2,2004.3347,380.9,6,2004-05-02,0
2004,5,9,2004.3538,380.89,7,2004-05-09,0
2004,5,16,2004.373,380.43,7,2004-05-16,0
2004,5,23,2004.3921,381.25,5,2004-05-23,0
2004,5,30,2004.4112,380.11,7,2004-05-30,0
2004,6,6,2004.4303,380.27,6,2004-06-06,0
2004,6,13,2004.4495,380.34,3,2004-06-13,0
2004,6,20,2004.4686,379.55,5,2004-06-20,0
2004,6,27,2004.4877,379.32,5,2004-06-27,0
2004,7,4,2004.5068,378.5,4,2004-07-04,0
2004,7,11,2004.526,378.07,5,2004-07-11,0
2004,7,18,2004.5451,376.92,7,2004-07-18,0
2004,7,25,2004.5642,376.59,6,2004-07-25,0
2004,8,1,2004.5833,376.91,4,2004-08-01,0
2004,8,8,2004.6025,376.41,6,2004-08-08,0
2004,8,15,2004.6216,375.95,4,2004-08-15,0
2004,8,22,2004.6407,376.26,2,2004-08-22,0
2004,8,29,2004.6598,374.17,1,2004-08-29,0
2004,9,5,2004.679,374.62,6,2004-09-05,0
2004,9,12,2004.6981,374.23,4,2004-09-12,0
2004,9,19,2004.7172,374.57,3,2004-09-19,0
2004,9,26,2004.7363,374.48,3,2004-09-26,0
2004,10,3,2004.7555,374.16,5,2004-10-03,0
2004,10,10,2004.7746,374.4,7,2004-10-10,0
2004,10,17,2004.7937,374.74,7,2004-10-17,0
2004,10,24,2004.8128,375.13,7,2004-10-24,0
2004,10,31,2004.832,375.48,6,2004-10-31,0
2004,11,7,2004.8511,375.63,7,2004-11-07,0
2004,11,14,2004.8702,376.98,7,2004-11-14,0
2004,11,21,2004.8893,376.9,7,2004-11-21,0
2004,11,28,2004.9085,376.99,7,2004-11-28,0
2004,12,5,2004.9276,377.72,7,2004-12-05,0
2004,12,12,2004.9467,377.4,7,2004-12-12,0
2004,12,19,2004.9658,377.95,7,2004-12-19,0
2004,12,26,2004.985,377.99,6,2004-12-26,0
2005,1,2,2005.0041,378.36,7,2005-01-02,0
2005,1,9,2005.0233,378.61,7,2005-01-09,0
2005,1,16,2005.0425,378.52,7,2005-01-16,0
2005,1,23,2005.0616,378.8,7,2005-01-23,0
2005,1,30,2005.0808,379.59,6,2005-01-30,0
2005,2,6,2005.1,379.4,6,2005-02-06,0
2005,2,13,2005.1192,380.1,5,2005-02-13,0
2005,2,20,2005.1384,380.05,7,2005-02-20,0
2005,2,27,2005.1575,381.54,5,2005-02-27,0
2005,3,6,2005.1767,380.24,5,2005-03-06,0
2005,3,13,2005.1959,381.46,7,2005-03-13,0
2005,3,20,2005.2151,380.4,7,2005-03-20,0
2005,3,27,2005.2342,381.95,6,2005-03-27,0
2005,4,3,2005.2534,382.49,6,2005-04-03,0
2005,4,10,2005.2726,382.28,5,2005-04-10,0
2005,4,17,2005.2918,382.35,7,2005-04-17,0
2005,4,24,2005.311,382.76,6,2005-04-24,0
2005,5,1,2005.3301,382.13,7,2005-05-01,0
2005,5,8,2005.3493,382.15,7,2005-05-08,0
2005,5,15,2005.3685,382.82,7,2005-05-15,0
2005,5,22,2005.3877,383.2,7,2005-05-22,0
2005,5,29,2005.4068,382.98,7,2005-05-29,0
2005,6,5,2005.426,382.82,7,2005-06-05,0
2005,6,12,2005.4452,382.6,6,2005-06-12,0
2005,6,19,2005.4644,382.13,7,2005-06-19,0
2005,6,26,2005.4836,381.56,6,2005-06-26,0
2005,7,3,2005.5027,381.28,6,2005-07-03,0
2005,7,10,2005.5219,381.05,6,2005-07-10,0
2005,7,17,2005.5411,380.95,7,2005-07-17,0
2005,7,24,2005.5603,380.34,7,2005-07-24,0
2005,7,31,2005.5795,380.03,6,2005-07-31,0
2005,8,7,2005.5986,379.1,6,2005-08-07,0
2005,8,14,2005.6178,379.02,7,2005-08-14,0
2005,8,21,2005.637,378.18,6,2005-08-21,0
2005,8,28,2005.6562,378.14,4,2005-08-28,0
2005,9,4,2005.6753,377.55,6,2005-09-04,0
2005,9,11,2005.6945,376.41,7,2005-09-11,0
2005,9,18,2005.7137,376.53,6,2005-09-18,0
2005,9,25,2005.7329,376.64,7,2005-09-25,0
2005,10,2,2005.7521,376.83,7,2005-10-02,0
2005,10,9,2005.7712,377.1,4,2005-10-09,0
2005,10,16,2005.7904,377.4,0,2005-10-16,1
2005,10,23,2005.8096,377.7,2,2005-10-23,0
2005,10,30,2005.8288,378,3,2005-10-30,0
2005,11,6,2005.8479,378.14,7,2005-11-06,0
2005,11,13,2005.8671,379.05,5,2005-11-13,0
2005,11,20,2005.8863,378.68,4,2005-11-20,0
2005,11,27,2005.9055,379.22,7,2005-11-27,0
2005,12,4,2005.9247,380.12,6,2005-12-04,0
2005,12,11,2005.9438,380.37,7,2005-12-11,0
2005,12,18,2005.963,380.44,4,2005-12-18,0
2005,12,25,2005.9822,380.69,6,2005-12-25,0
2006,1,1,2006.0014,381.46,3,2006-01-01,0
2006,1,8,2006.0205,381.4,7,2006-01-08,0
2006,1,15,2006.0397,381.75,4,2006-01-15,0
2006,1,22,2006.0589,381.82,7,2006-01-22,0
2006,1,29,2006.0781,381.82,6,2006-01-29,0
2006,2,5,2006.0973,382.49,5,2006-02-05,0
2006,2,12,2006.1164,382.8,7,2006-02-12,0
2006,2,19,2006.1356,382.13,7,2006-02-19,0
2006,2,26,2006.1548,382.33,7,2006-02-26,0
2006,3,5,2006.174,383.08,6,2006-03-05,0
2006,3,12,2006.1932,383.06,7,2006-03-12,0
2006,3,19,2006.2123,383.09,6,2006-03-19,0
2006,3,26,2006.2315,382.62,6,2006-03-26,0
2006,4,2,2006.2507,384.37,4,2006-04-02,0
2006,4,9,2006.2699,384.96,6,2006-04-09,0
2006,4,16,2006.289,385.05,7,2006-04-16,0
2006,4,23,2006.3082,384.94,7,2006-04-23,0
2006,4,30,2006.3274,385.07,6,2006-04-30,0
2006,5,7,2006.3466,385.21,6,2006-05-07,0
2006,5,14,2006.3658,385.51,5,2006-05-14,0
2006,5,21,2006.3849,385.14,6,2006-05-21,0
2006,5,28,2006.4041,384.85,5,2006-05-28,0
2006,6,4,2006.4233,384.37,6,2006-06-04,0
2006,6,11,2006.4425,384.46,7,2006-06-11,0
2006,6,18,2006.4616,384.12,6,2006-06-18,0
2006,6,25,2006.4808,383.63,7,2006-06-25,0
2006,7,2,2006.5,383.3,6,2006-07-02,0
2006,7,9,2006.5192,383.01,5,2006-07-09,0
2006,7,16,2006.5384,381.99,4,2006-07-16,0
2006,7,23,2006.5575,382.3,6,2006-07-23,0
2006,7,30,2006.5767,381.7,7,2006-07-30,0
2006,8,6,2006.5959,380.78,5,2006-08-06,0
2006,8,13,2006.6151,380.59,6,2006-08-13,0
2006,8,20,2006.6342,379.98,6,2006-08-20,0
2006,8,27,2006.6534,379.74,6,2006-08-27,0
2006,9,3,2006.6726,378.81,5,2006-09-03,0
2006,9,10,2006.6918,379.36,5,2006-09-10,0
2006,9,17,2006.711,378.86,7,2006-09-17,0
2006,9,24,2006.7301,379.06,7,2006-09-24,0
2006,10,1,2006.7493,379.11,5,2006-10-01,0
2006,10,8,2006.7685,379.09,7,2006-10-08,0
2006,10,15,2006.7877,379.12,4,2006-10-15,0
2006,10,22,2006.8068,379.67,4,2006-10-22,0
2006,10,29,2006.826,379.84,7,2006-10-29,0
2006,11,5,2006.8452,379.96,7,2006-11-05,0
2006,11,12,2006.8644,380.19,7,2006-11-12,0
2006,11,19,2006.8836,380.57,7,2006-11-19,0
2006,11,26,2006.9027,381.44,6,2006-11-26,0
2006,12,3,2006.9219,381.67,7,2006-12-03,0
2006,12,10,2006.9411,381.9,7,2006-12-10,0
2006,12,17,2006.9603,382.39,5,2006-12-17,0
2006,12,24,2006.9795,382.18,5,2006-12-24,0
2006,12,31,2006.9986,382.29,7,2006-12-31,0
2007,1,7,2007.0178,383.14,3,2007-01-07,0
2007,1,14,2007.037,382.65,5,2007-01-14,0
2007,1,21,2007.0562,383.77,6,2007-01-21,0
2007,1,28,2007.0753,383.88,7,2007-01-28,0
2007,2,4,2007.0945,383.48,7,2007-02-04,0
2007,2,11,2007.1137,385.03,4,2007-02-11,0
2007,2,18,2007.1329,384.93,3,2007-02-18,0
2007,2,25,2007.1521,384.22,7,2007-02-25,0
2007,3,4,2007.1712,383.62,7,2007-03-04,0
2007,3,11,2007.1904,384.55,6,2007-03-11,0
2007,3,18,2007.2096,385.29,6,2007-03-18,0
2007,3,25,2007.2288,386.08,5,2007-03-25,0
2007,4,1,2007.2479,386.07,6,2007-04-01,0
2007,4,8,2007.2671,385.93,5,2007-04-08,0
2007,4,15,2007.2863,387.51,7,2007-04-15,0
2007,4,22,2007.3055,387.18,5,2007-04-22,0
2007,4,29,2007.3247,386.82,7,2007-04-29,0
2007,5,6,2007.3438,386.46,7,2007-05-06,0
2007,5,13,2007.363,386.88,6,2007-05-13,0
2007,5,20,2007.3822,386.74,7,2007-05-20,0
2007,5,27,2007.4014,387.14,6,2007-05-27,0
2007,6,3,2007.4205,387.13,7,2007-06-03,0
2007,6,10,2007.4397,386.65,6,2007-06-10,0
2007,6,17,2007.4589,385.93,6,2007-06-17,0
2007,6,24,2007.4781,385.27,5,2007-06-24,0
2007,7,1,2007.4973,385.61,7,2007-07-01,0
2007,7,8,2007.5164,385.35,7,2007-07-08,0
2007,7,15,2007.5356,384.32,6,2007-07-15,0
2007,7,22,2007.5548,384.03,4,2007-07-22,0
2007,7,29,2007.574,383.11,7,2007-07-29,0
2007,8,5,2007.5932,382.7,3,2007-08-05,0
2007,8,12,2007.6123,382.11,7,2007-08-12,0
2007,8,19,2007.6315,382.33,4,2007-08-19,0
2007,8,26,2007.6507,381.86,4,2007-08-26,0
2007,9,2,2007.6699,381.76,5,2007-09-02,0
2007,9,9,2007.689,380.88,5,2007-09-09,0
2007,9,16,2007.7082,381.03,3,2007-09-16,0
2007,9,23,2007.7274,380.91,7,2007-09-23,0
2007,9,30,2007.7466,381.12,7,2007-09-30,0
2007,10,7,2007.7658,381.19,6,2007-10-07,0
2007,10,14,2007.7849,381.27,6,2007-10-14,0
2007,10,21,2007.8041,381.59,7,2007-10-21,0
2007,10,28,2007.8233,382,7,2007-10-28,0
2007,11,4,2007.8425,382.26,7,2007-11-04,0
2007,11,11,2007.8616,382.46,7,2007-11-11,0
2007,11,18,2007.8808,383.29,7,2007-11-18,0
2007,11,25,2007.9,383.12,6,2007-11-25,0
2007,12,2,2007.9192,383.91,4,2007-12-02,0
2007,12,9,2007.9384,383.95,6,2007-12-09,0
2007,12,16,2007.9575,384.63,5,2007-12-16,0
2007,12,23,2007.9767,384.18,5,2007-12-23,0
2007,12,30,2007.9959,385.02,7,2007-12-30,0
2008,1,6,2008.015,384.67,7,2008-01-06,0
2008,1,13,2008.0342,386.05,7,2008-01-13,0
2008,1,20,2008.0533,386.25,7,2008-01-20,0
2008,1,27,2008.0724,387.02,7,2008-01-27,0
2008,2,3,2008.0915,386.25,7,2008-02-03,0
2008,2,10,2008.1107,386.2,7,2008-02-10,0
2008,2,17,2008.1298,385.54,5,2008-02-17,0
2008,2,24,2008.1489,385.62,6,2008-02-24,0
2008,3,2,2008.168,386.06,6,2008-03-02,0
2008,3,9,2008.1872,385.95,7,2008-03-09,0
2008,3,16,2008.2063,386.08,7,2008-03-16,0
2008,3,23,2008.2254,386.97,7,2008-03-23,0
2008,3,30,2008.2445,388.31,7,2008-03-30,0
2008,4,6,2008.2637,386.98,6,2008-04-06,0
2008,4,13,2008.2828,386.72,7,2008-04-13,0
2008,4,20,2008.3019,387.58,3,2008-04-20,0
2008,4,27,2008.321,387.52,6,2008-04-27,0
2008,5,4,2008.3402,388.77,6,2008-05-04,0
2008,5,11,2008.3593,389.11,5,2008-05-11,0
2008,5,18,2008.3784,389.13,5,2008-05-18,0
2008,5,25,2008.3975,388.82,6,2008-05-25,0
2008,6,1,2008.4167,388.76,7,2008-06-01,0
2008,6,8,2008.4358,387.74,6,2008-06-08,0
2008,6,15,2008.4549,388.11,6,2008-06-15,0
2008,6,22,2008.474,387.53,4,2008-06-22,0
2008,6,29,2008.4932,387.3,0,2008-06-29,1
2008,7,6,2008.5123,387.07,0,2008-07-06,1
2008,7,13,2008.5314,386.84,0,2008-07-13,1
2008,7,20,2008.5505,386.61,5,2008-07-20,0
2008,7,27,2008.5697,385.14,7,2008-07-27,0
2008,8,3,2008.5888,385.46,6,2008-08-03,0
2008,8,10,2008.6079,384.17,5,2008-08-10,0
2008,8,17,2008.627,383.91,6,2008-08-17,0
2008,8,24,2008.6462,383.52,6,2008-08-24,0
2008,8,31,2008.6653,383.73,6,2008-08-31,0
2008,9,7,2008.6844,383.27,6,2008-09-07,0
2008,9,14,2008.7036,383.6,5,2008-09-14,0
2008,9,21,2008.7227,383.28,7,2008-09-21,0
2008,9,28,2008.7418,382.97,7,2008-09-28,0
2008,10,5,2008.7609,383.1,5,2008-10-05,0
2008,10,12,2008.7801,383.07,7,2008-10-12,0
2008,10,19,2008.7992,383.29,6,2008-10-19,0
2008,10,26,2008.8183,384.21,2,2008-10-26,0
2008,11,2,2008.8374,384.01,6,2008-11-02,0
2008,11,9,2008.8566,384.33,7,2008-11-09,0
2008,11,16,2008.8757,384.57,6,2008-11-16,0
2008,11,23,2008.8948,384.72,7,2008-11-23,0
2008,11,30,2008.9139,385.28,7,2008-11-30,0
2008,12,7,2008.9331,385.52,7,2008-12-07,0
2008,12,14,2008.9522,385.77,7,2008-12-14,0
2008,12,21,2008.9713,386.15,7,2008-12-21,0
2008,12,28,2008.9904,386.46,5,2008-12-28,0
2009,1,4,2009.0096,386.63,7,2009-01-04,0
2009,1,11,2009.0288,387.24,7,2009-01-11,0
2009,1,18,2009.0479,387.37,7,2009-01-18,0
2009,1,25,2009.0671,387.74,6,2009-01-25,0
2009,2,1,2009.0863,387.25,6,2009-02-01,0
2009,2,8,2009.1055,387.16,6,2009-02-08,0
2009,2,15,2009.1247,387.84,7,2009-02-15,0
2009,2,22,2009.1438,388.45,7,2009-02-22,0
2009,3,1,2009.163,389.3,6,2009-03-01,0
2009,3,8,2009.1822,389.03,6,2009-03-08,0
2009,3,15,2009.2014,388.42,7,2009-03-15,0
2009,3,22,2009.2205,389.51,6,2009-03-22,0
2009,3,29,2009.2397,389.26,7,2009-03-29,0
2009,4,5,2009.2589,389.65,7,2009-04-05,0
2009,4,12,2009.2781,389.15,6,2009-04-12,0
2009,4,19,2009.2973,389.78,7,2009-04-19,0
2009,4,26,2009.3164,390.74,7,2009-04-26,0
2009,5,3,2009.3356,389.98,6,2009-05-03,0
2009,5,10,2009.3548,390.39,7,2009-05-10,0
2009,5,17,2009.374,390.6,7,2009-05-17,0
2009,5,24,2009.3932,390.62,7,2009-05-24,0
2009,5,31,2009.4123,390.07,7,2009-05-31,0
2009,6,7,2009.4315,390.42,7,2009-06-07,0
2009,6,14,2009.4507,389.64,7,2009-06-14,0
2009,6,21,2009.4699,388.72,6,2009-06-21,0
2009,6,28,2009.489,388.9,6,2009-06-28,0
2009,7,5,2009.5082,388.7,5,2009-07-05,0
2009,7,12,2009.5274,388.57,4,2009-07-12,0
2009,7,19,2009.5466,387.89,6,2009-07-19,0
2009,7,26,2009.5658,387.58,5,2009-07-26,0
2009,8,2,2009.5849,387.28,7,2009-08-02,0
2009,8,9,2009.6041,386.22,5,2009-08-09,0
2009,8,16,2009.6233,385.91,7,2009-08-16,0
2009,8,23,2009.6425,385.83,6,2009-08-23,0
2009,8,30,2009.6616,385.36,7,2009-08-30,0
2009,9,6,2009.6808,384.89,6,2009-09-06,0
2009,9,13,2009.7,384.96,6,2009-09-13,0
2009,9,20,2009.7192,384.84,7,2009-09-20,0
2009,9,27,2009.7384,384.23,7,2009-09-27,0
2009,10,4,2009.7575,384.08,6,2009-10-04,0
2009,10,11,2009.7767,384.58,7,2009-10-11,0
2009,10,18,2009.7959,384.92,7,2009-10-18,0
2009,10,25,2009.8151,385.22,7,2009-10-25,0
2009,11,1,2009.8342,385.58,7,2009-11-01,0
2009,11,8,2009.8534,385.9,7,2009-11-08,0
2009,11,15,2009.8726,386.55,7,2009-11-15,0
2009,11,22,2009.8918,386.59,7,2009-11-22,0
2009,11,29,2009.911,387.28,7,2009-11-29,0
2009,12,6,2009.9301,387.18,6,2009-12-06,0
2009,12,13,2009.9493,387.07,1,2009-12-13,0
2009,12,20,2009.9685,388.61,3,2009-12-20,0
2009,12,27,2009.9877,388.8,7,2009-12-27,0
2010,1,3,2010.0068,388.37,7,2010-01-03,0
2010,1,10,2010.026,388.54,6,2010-01-10,0
2010,1,17,2010.0452,388.54,7,2010-01-17,0
2010,1,24,2010.0644,389.21,7,2010-01-24,0
2010,1,31,2010.0836,390.91,5,2010-01-31,0
2010,2,7,2010.1027,390.55,6,2010-02-07,0
2010,2,14,2010.1219,390.43,6,2010-02-14,0
2010,2,21,2010.1411,389.79,3,2010-02-21,0
2010,2,28,2010.1603,391.14,6,2010-02-28,0
2010,3,7,2010.1795,391.59,6,2010-03-07,0
2010,3,14,2010.1986,391.38,4,2010-03-14,0
2010,3,21,2010.2178,390.5,6,2010-03-21,0
2010,3,28,2010.237,391.96,7,2010-03-28,0
2010,4,4,2010.2562,391.39,6,2010-04-04,0
2010,4,11,2010.2753,392.93,5,2010-04-11,0
2010,4,18,2010.2945,393.53,7,2010-04-18,0
2010,4,25,2010.3137,393.42,6,2010-04-25,0
2010,5,2,2010.3329,393.2,6,2010-05-02,0
2010,5,9,2010.3521,392.81,7,2010-05-09,0
2010,5,16,2010.3712,393.64,7,2010-05-16,0
2010,5,23,2010.3904,392.93,6,2010-05-23,0
2010,5,30,2010.4096,393.51,7,2010-05-30,0
2010,6,6,2010.4288,392.99,7,2010-06-06,0
2010,6,13,2010.4479,392.1,6,2010-06-13,0
2010,6,20,2010.4671,391.86,6,2010-06-20,0
2010,6,27,2010.4863,391.36,7,2010-06-27,0
2010,7,4,2010.5055,390.77,7,2010-07-04,0
2010,7,11,2010.5247,390.06,7,2010-07-11,0
2010,7,18,2010.5438,390.47,5,2010-07-18,0
2010,7,25,2010.563,390.04,7,2010-07-25,0
2010,8,1,2010.5822,389.07,6,2010-08-01,0
2010,8,8,2010.6014,389.02,7,2010-08-08,0
2010,8,15,2010.6205,388.67,5,2010-08-15,0
2010,8,22,2010.6397,387.8,5,2010-08-22,0
2010,8,29,2010.6589,387.72,7,2010-08-29,0
2010,9,5,2010.6781,386.32,6,2010-09-05,0
2010,9,12,2010.6973,387.24,7,2010-09-12,0
2010,9,19,2010.7164,386.96,7,2010-09-19,0
2010,9,26,2010.7356,386.97,7,2010-09-26,0
2010,10,3,2010.7548,387.14,7,2010-10-03,0
2010,10,10,2010.774,387.02,7,2010-10-10,0
